uri,title,text,type,authors,tags
http://files.interact.technology/J000511/unavailable.pdf,Abstract 122,ISTH reversal guidelines,Meeting Room 219,Noel Chan Wan Kai,ASTH Symposium: NOAC reversal
http://files.interact.technology/J000523/Abstracts/123_Weitz.pdf,Abstract 123,Strategies to minimize the risk of bleeding with direct oral anticoagulants,Meeting Room 219,Jeffrey Weitz,ASTH Symposium: NOAC reversal
http://files.interact.technology/J000511/unavailable.pdf,Abstract 124,ARES update,Meeting Room 219,Ross Baker,ASTH Symposium: NOAC reversal
http://files.interact.technology/J000523/Abstracts/125_Hoffmeister.pdf,Abstract 125,AMR (1) – Platelet production,Meeting Room 212 & 213,Karin Hoffmeister,ANZSBT & ASTH Symposium: Platelets
http://files.interact.technology/J000511/unavailable.pdf,Abstract 126,Procoagulant platelets contribute to occlusive thrombus formation and are formed via the Cyclophilin D dependent necrosis pathway,Meeting Room 212 & 213,Vivien Chen,ANZSBT & ASTH Symposium: Platelets
http://files.interact.technology/J000523/Abstracts/127_Josefsson.pdf,Abstract 127,"Apoptotic death prevents the functional decline of platelets in vivo, but apoptosis is not required for the development of the platelet storage lesion",Meeting Room 212 & 213,Emma Josefsson,ANZSBT & ASTH Symposium: Platelets
http://files.interact.technology/J000523/Abstracts/128_McRae.pdf,Abstract 128,Development of Australian guidelines for the treatment of haemophilia,Meeting Room 219,Simon McRae,"ASTH Free Communications 3

"
http://files.interact.technology/J000523/Abstracts/129_Stevens.pdf,Abstract 129,Anticoagulation for Venous Thromboembolism (VTE) and rates of per vaginal bleeding in pre-menopausal women,Meeting Room 219,Hannah Stevens,"ASTH Free Communications 3

"
http://files.interact.technology/J000523/Abstracts/130_Slocombe.pdf,Abstract 130,Venous thromboembolism rates and validation of the Khorana score in diffuse large B-cell lymphoma,Meeting Room 219,Alison Slocombe,"ASTH Free Communications 3

"
http://files.interact.technology/J000523/Abstracts/131_Burchall.pdf,Abstract 131,"Aberrant haemostasis from OCP, but not Metformin use in Polycystic Ovarian Syndrome (PCOS)",Meeting Room 219,Genia Burchall,"ASTH Free Communications 3

"
http://files.interact.technology/J000523/Abstracts/132_Tran.pdf,Abstract 132,The risk of inhibitor development among congenital haemophilia patients who receive factor concentrate replacement via continuous infusion,Meeting Room 219,Huyen Tran,"ASTH Free Communications 3

"
http://files.interact.technology/J000523/Abstracts/133_Joseph.pdf,Abstract 133,Preoperative assessment of bleeding risk – how are we really performing?,Meeting Room 219,Joanne Joseph,"ASTH Free Communications 3

"
http://files.interact.technology/J000523/Abstracts/134_McLintock.pdf,Abstract 134,Obstetric DIC,Meeting Room 219,Claire McLintock,ASTH Symposium: DIC
http://files.interact.technology/J000523/Abstracts/135_Esmon.pdf,Abstract 135,"The protein C pathway and histone participation in DIC, thrombosis, organ failure and death",Meeting Room 219,Charles Esmon,ASTH Symposium: DIC
http://files.interact.technology/J000523/Abstracts/136_Brighton.pdf,Abstract 136,DIC in cancer,Meeting Room 219,Timothy Brighton,ASTH Symposium: DIC
http://files.interact.technology/J000511/unavailable.pdf,Abstract 137,Disaster preparedness and recovery,Meeting Room 212 & 213,Alison McMillan,ANZSBT: Disaster preparedness and recovery
http://files.interact.technology/J000523/Abstracts/138_Waters.pdf,Abstract 138,Disasters I have contributed to,Meeting Room 212 & 213,Neil Waters,ANZSBT: Disaster preparedness and recovery
http://files.interact.technology/J000523/Abstracts/139_Flanagan.pdf,Abstract 139,Reflections on the Christchurch earthquake,Meeting Room 212 & 213,Peter Flanagan,ANZSBT: Disaster preparedness and recovery
http://files.interact.technology/J000523/Abstracts/140_Spitalnik.pdf,Abstract 140,Pathophysiology of Hemolytic Transfusion Reactions,Meeting Room 212 & 213,Steven Spitalnik,ANZSBT: Transfusion reactions
http://files.interact.technology/J000523/Abstracts/141_Luban.pdf,Abstract 141,Paediatric transfusion reactions and alloimmunisation,Meeting Room 212 & 213,Naomi Luban,ANZSBT: Transfusion reactions
http://files.interact.technology/J000523/Abstracts/142_Thornton.pdf,Abstract 142,Investigation of complex Rh antibody problems in pregnancy,Meeting Room 212 & 213,Nicole Thornton,ANZSBT: Pregnancy
http://files.interact.technology/J000511/unavailable.pdf,Abstract 143,Haemoglobinopathy and thalassaemia management in pregnancy,Meeting Room 212 & 213,Giselle Kidson-Gerber,ANZSBT: Pregnancy
http://files.interact.technology/J000523/Abstracts/144_Pennell.pdf,Abstract 144,Single dose Anti-D prophylaxis in pregnancy: is it time to change?,Meeting Room 212 & 213,Craig Pennell,ANZSBT: Pregnancy
http://files.interact.technology/J000523/Abstracts/145_Dzik.pdf,Abstract 145,100 milion RBC transfusions each year…but do they deliver oxygen?,Meeting Room 212 & 213,Walter H. Dzik,ANZSBT: Paediatric  and neonatal transfusion
http://files.interact.technology/J000523/Abstracts/146_Luban.pdf,Abstract 146,Paediatric PBM,Meeting Room 212 & 213,Naomi Luban,ANZSBT: Paediatric  and neonatal transfusion
http://files.interact.technology/J000523/Abstracts/147_Liley.pdf,Abstract 147,Module 6: Neonatal and Paediatric Patient Blood Management,Meeting Room 212 & 213,Helen Liley,ANZSBT: Paediatric  patient blood management
http://files.interact.technology/J000523/Abstracts/148_Crighton.pdf,Abstract 148,International neonatal and paediatric Patient Blood Management guidelines,Meeting Room 212 & 213,Gemma Crighton,ANZSBT: Paediatric  patient blood management
http://files.interact.technology/J000523/Abstracts/149_Thornton.pdf,Abstract 149,The immunohaematology toolbox for solving complex antibody cases,Meeting Room 212 & 213,Nicole Thornton,ANZSBT/ ISBT Academy Session: Resolving tricky issues in the transfusion laboratory
http://files.interact.technology/J000523/Abstracts/150_Rushford.pdf,Abstract 150,Dealing with challenging antibodies,Meeting Room 212 & 213,Kylie Rushford,ANZSBT/ ISBT Academy Session: Resolving tricky issues in the transfusion laboratory
http://files.interact.technology/J000523/Abstracts/151_Oh.pdf,Abstract 151,Antibody soup: Challenging transfusion management issues in thalassaemia major,Meeting Room 212 & 213,Danielle Oh,ANZSBT/ ISBT Academy Session: Resolving tricky issues in the transfusion laboratory
http://files.interact.technology/J000523/Abstracts/152_Dzik.pdf,Abstract 152,How to get your work published in a medical journal,Meeting Room 211,Walter H. Dzik,ANZSBT Masterclass: How to get published in a peer reviewed journal (Sunny Dzik)
http://files.interact.technology/J000523/Abstracts/153_Ruseckaite.pdf,Abstract 153,Risk factors for 30-day mortality in critically bleeding patients requiring massive transfusion within 24 hours of admission to the Intensive Care Unit,Meeting Room 212 & 213,Rasa Ruseckaite,ANZSBT - Free Communications - Clinical
http://files.interact.technology/J000523/Abstracts/154_Swain.pdf,Abstract 154,"Transfusion-Related Acute Lung Injury (TRALI): A review of reported TRALI cases in Queensland, Australia, between 1999 and June 2016",Meeting Room 212 & 213,Fiona Swain,ANZSBT - Free Communications - Clinical
http://files.interact.technology/J000523/Abstracts/155_Higgins.pdf,Abstract 155,"Determining the frequency, costs and outcomes of red blood cell transfusion in hospitalised patients: a pilot study",Meeting Room 212 & 213,Alisa Higgins,ANZSBT - Free Communications - Clinical
http://files.interact.technology/J000523/Abstracts/156_Behan.pdf,Abstract 156,Gastrointestinal bleeding-red blood cell transfusion and patient blood management practice in a metropolitan hospital,Meeting Room 212 & 213,Daniel Behan,ANZSBT - Free Communications - Clinical
http://files.interact.technology/J000523/Abstracts/157_Crighton.pdf,Abstract 157,"The Australian haemoglobinopathy registry: aims, plans and pilot data",Meeting Room 212 & 213,Gemma Crighton,ANZSBT - Free Communications - Clinical
http://files.interact.technology/J000523/Abstracts/158_Fung.pdf,Abstract 158,Preliminary data on cost of IVIg & SCIg treatment in adult Australian patients,Meeting Room 212 & 213,Lin Fung,ANZSBT - Free Communications - Clinical
http://files.interact.technology/J000523/Abstracts/159_Hyland.pdf,Abstract 159,"Can extended genotyping, using a comprehensive and targeted blood group sequencing, assist in resolving complex serology problems in chronic transfused patients?",Meeting Room 217,Catherine Hyland,ANZSBT Free Communications - Laboratory
http://files.interact.technology/J000523/Abstracts/160_Lopez.pdf,Abstract 160,A novel molecular mechanism in RHD caused the deletion of Exon 9 resulting in a partial DEL phenotype,Meeting Room 217,Genghis Lopez,ANZSBT Free Communications - Laboratory
http://files.interact.technology/J000523/Abstracts/161_Wilkes.pdf,Abstract 161,Managing anti-CD38 (Daratumumab) interference with pre-transfusion testing in a||busy hospital transfusion laboratory,Meeting Room 217,Anne-Marie Wilkes,ANZSBT Free Communications - Laboratory
http://files.interact.technology/J000523/Abstracts/162_Badami.pdf,Abstract 162,Platelets in Platelet Additive Solution (PAS) cause fewer allergic reactions compared to platelets in plasma – data from NZBS Haemovigilance and possible mechanisms,Meeting Room 217,Krishna Badami,ANZSBT Free Communications - Laboratory
http://files.interact.technology/J000523/Abstracts/163_Oh.pdf,Abstract 163,The challenges of providing phenotyped matched red cells in contemporary Australian practice,Meeting Room 217,Danielle Oh,ANZSBT Free Communications - Laboratory
http://files.interact.technology/J000523/Abstracts/164_Marks.pdf,Abstract 164,Extending the post-thaw shelf-life of cryoprecipitate,Meeting Room 217,Denese Marks,ANZSBT Free Communications - Laboratory
http://files.interact.technology/J000523/Abstracts/165_Flanagan.pdf,Abstract 165,An update on emerging infections threats to the safety of the blood supply,Meeting Room 212 & 213,Peter Flanagan,ANZSBT - An update on emerging infectious threats
http://files.interact.technology/J000523/Abstracts/166_Buttery.pdf,Abstract 166,What is the role for immunoglobulin products in the era of better vaccinations and new drugs?,Meeting Room 212 & 213,Jim Buttery,ANZSBT - An update on emerging infectious threats
http://files.interact.technology/J000523/Abstracts/167_Thornton.pdf,Abstract 167,Immunohaematology case studies - Interactive!,Meeting Room 219,Nicole Thornton,"ANZSBT Masterclass: Transfusion case studies, troubleshooting in immunohaematology lab (Nicole Thornton )"
http://files.interact.technology/J000523/Abstracts/168_Luban.pdf,Abstract 168,Paediatric transfusion cases or clinical problems,Meeting Room 214,Naomi Luban,"ANZSBT Masterclass: Paediatric transfusion cases or clinical problems (Naomi Luban)

"
http://files.interact.technology/J000523/Abstracts/169_Cohen.pdf,Abstract 169,Panel discussion,Meeting Room 212 & 213,Michael Crennan,ANZSBT: Panel discussion on haemovigilance
http://files.interact.technology/J000523/Abstracts/170_Cormie.pdf,Abstract 170,Panel discussion,Meeting Room 212 & 213,Richard Charlewood,ANZSBT: Panel discussion on haemovigilance
http://files.interact.technology/J000523/Abstracts/171_Klarica.pdf,Abstract 171,Panel discussion,Meeting Room 212 & 213,Barbara Bell,ANZSBT: Panel discussion on haemovigilance
http://files.interact.technology/J000523/Abstracts/172_Gates.pdf,Abstract 172,Panel discussion on haemovigilance,Meeting Room 212 & 213,Alison Street,ANZSBT: Panel discussion on haemovigilance
http://files.interact.technology/J000523/Abstracts/173_Panek-Hudson.pdf,Abstract 173,Panel discussion on haemovigilance,Meeting Room 212 & 213,James Daly,ANZSBT: Panel discussion on haemovigilance
http://files.interact.technology/J000523/Abstracts/174_Joyce.pdf,Abstract 174,Panel Discussion,Meeting Room 212 & 213,Jane Cook,ANZSBT: Panel discussion on haemovigilance
http://files.interact.technology/J000523/Abstracts/175_Kurtin.pdf,Abstract 175,Comprehensive patient assessment: Rhetoric or reality?,Meeting Room 220,Emma Cohen,Nurses Symposium: Symptom management
http://files.interact.technology/J000523/Abstracts/176_Presta.pdf,Abstract 176,Exercise medicine,Meeting Room 220,Prue Cormie,Nurses Symposium: Symptom management
http://files.interact.technology/J000511/unavailable.pdf,Abstract 177,Positive Change for Life,Meeting Room 220,Daniela Klarica,Nurses Symposium: Symptom management
http://files.interact.technology/J000523/Abstracts/178_Trubiano.pdf,Abstract 178,Unmet needs of patients attending a Haematology Nurse-led Survivorship clinic,Meeting Room 220,Priscilla Gates,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/179_Rowan.pdf,Abstract 179,Listening to our colleagues – Essential Primary care feedback on LTFU care plans,Meeting Room 220,Yvonne Panek-Hudson,Nurses Symposium: Free Communication
http://files.interact.technology/J000511/unavailable.pdf,Abstract 180,A novel approach in delivering vaccinations following an autologous stem cell transplant,Meeting Room 220,Trish Joyce,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/181_Mineely.pdf,Abstract 181,Caregiver self-efficacy,Meeting Room 220,Sandra Kurtin,Nurses Symposium: Carer preparedness
http://files.interact.technology/J000523/Abstracts/182_Presta.pdf,Abstract 182,Development and implementation of a multidisciplinary (MD) support program for carers of patients undergoing allogeneic haematopoietic stem cell transplantation,Meeting Room 220,Maria Presta,Nurses Symposium: Carer preparedness
http://files.interact.technology/J000523/Abstracts/183_McCarthy.pdf,Abstract 183,Living the experience as a carer,Meeting Room 220,Marcella Iaconis,Nurses Symposium: Carer preparedness
http://files.interact.technology/J000523/Abstracts/184_Haywood.pdf,Abstract 184,Addressing antibiotic allergy in haematology patients - pathways to better prescribing,Meeting Room 220,Jason Trubiano,Nurses Symposium: Bugs and drugs
http://files.interact.technology/J000523/Abstracts/185_Kurtin.pdf,Abstract 185,Drug interactions with anti-infective agents in haematological malignancies,Meeting Room 220,Gail Rowan,Nurses Symposium: Bugs and drugs
http://files.interact.technology/J000523/Abstracts/186_Button.pdf,Abstract 186,Setting the scene - clinical scenario,Meeting Room 220,Andrew Roberts,Nurses Symposium: Case study discussion - Allografting a Jehovah's Witness patient with MDS
http://files.interact.technology/J000523/Abstracts/187_Abo.pdf,Abstract 187,Nursing considerations,Meeting Room 220,Siobhan Mineely,Nurses Symposium: Case study discussion - Allografting a Jehovah's Witness patient with MDS
http://files.interact.technology/J000523/Abstracts/188_Meijer%20%28nee%20Kenny%29.pdf,Abstract 188,Ethical implications of allografting a Jehovah Witness patient with MDS,Meeting Room 220,Maria Presta,Nurses Symposium: Case study discussion - Allografting a Jehovah's Witness patient with MDS
http://files.interact.technology/J000523/Abstracts/189_Levak.pdf,Abstract 189,Fulfilling the vision of youth-friendly cancer care: How well are we doing?,Meeting Room 220,Maria McCarthy,Nurses Symposium: Focus on AYA
http://files.interact.technology/J000523/Abstracts/190_Horne.pdf,Abstract 190,A practical review of the haematology nurse's role in the care of adolescent and young adults,Meeting Room 220,Peter Haywood,Nurses Symposium: Focus on AYA
http://files.interact.technology/J000523/Abstracts/191_Downs.pdf,Abstract 191,Safe delivery and management of new agents in multiple myeloma,Meeting Room 220,Sandra Kurtin,Nurses Masterclass: Safe delivery and management of new agents in multiple myeloma (Sandra Kurtin)
http://files.interact.technology/J000523/Abstracts/192_King.pdf,Abstract 192,Hope for the best yet prepare for the rest: A systematic review of advance care planning prior to stem cell transplantation,Meeting Room 220,Elise Button,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/193_Steele.pdf,Abstract 193,Hospital and home based exercise program following Allogeneic Haematopoietic Stem Cell Transplantation,Meeting Room 220,Shaza Abo,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/194_Krishna.pdf,Abstract 194,Miss A’s treatment journey through a double cord stem cell transplant ; The importance of palliative care input in stem cell transplant patients care; A case study presentation,Meeting Room 220,Natalie Meijer (nee Kenny),Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/195_Vassili.pdf,Abstract 195,Changing indications for autologous HSCT at St Vincent's Hospital and the impact of severe auto-immune conditions such as Multiple Sclerosis and Scleroderma at the general ward level,Meeting Room 220,Serafina Levak,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/196_Wall.pdf,Abstract 196,Autologous stem cell transplant In patients with cardiac AL amyloidosis post an orthotopic heart transplant: a case study,Meeting Room 220,Annabel Horne,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/197_Botti.pdf,Abstract 197,A collaborative approach in the management of late onset grade IV skin GVHD of an adolescent male post allogenic bone marrow transplant,Meeting Room 220,Erin Downs,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/198_Hart.pdf,Abstract 198,"myeNURSE: working together to improve outcomes for those with myeloma, a focus on best practice and information sharing",Meeting Room 220,Tracy King,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/199_Hill.pdf,Abstract 199,Trial of the use of methoxyflurane inhalation for analgesic control during bone marrow biopsy in a Haematology Outpatient Department,Meeting Room 220,Andrew Steele,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/200_Elwood.pdf,Abstract 200,Facilitating effective transition from secondary to primary care: Trial of a new nurse-led model for haematology patients post cancer treatment discharge,Meeting Room 220,Anne Krishna,Nurses Symposium: Free Communication
http://files.interact.technology/J000523/Abstracts/201_Crompton.pdf,Abstract 201,Understanding MPNs,Meeting Room 220,Catherine Vassili,Nurses How To - Understanding MPNs
http://files.interact.technology/J000523/Abstracts/202_Pepe.pdf,Abstract 202,Understanding cytogenetics,Meeting Room 217,Meaghan Wall,Nurses How To - session 2
http://files.interact.technology/J000523/Abstracts/203_Fleming.pdf,Abstract 203,Developing a robust clinical audit: How to get from your idea to presentation/publication,Meeting Room 218,Mari Botti,Nurses How To - session 3
http://files.interact.technology/J000523/Abstracts/204_Watson.pdf,Abstract 204,Allograft donor selection,Meeting Room 220,Cathie Hart,Nurses Symposium: Focus on Transplant/Apheresis
http://files.interact.technology/J000523/Abstracts/205_Tong.pdf,Abstract 205,Apheresis case study: What to do when you’re not U,Meeting Room 220,Aaron Hill,Nurses Symposium: Focus on Transplant/Apheresis
http://files.interact.technology/J000523/Abstracts/206_Palladinetti.pdf,Abstract 206,Establishment of an Australian cord blood-derived iPSC bank for clinical use,Meeting Room 211,Ngaire Elwood,BMTSAA Symposium: Novel cellular therapies
http://files.interact.technology/J000523/Abstracts/207_Chiappini.pdf,Abstract 207,How could cord blood help children with cerebral palsy?,Meeting Room 211,Kylie Crompton,BMTSAA Symposium: Novel cellular therapies
http://files.interact.technology/J000523/Abstracts/208_Trickett.pdf,Abstract 208,Cord blood adjunct therapy in cardiopulmonary-bypass surgery for congenital heart diseases,Meeting Room 211,Salvatore Pepe,BMTSAA Symposium: Novel cellular therapies
http://files.interact.technology/J000523/Abstracts/209_Hill.pdf,Abstract 209,Immunotherapy in acute lymphoblastic leukaemia,Meeting Room 211,Shaun Fleming,BMTSAA Symposium: Immunotherapies
http://files.interact.technology/J000523/unavailable.pdf,Abstract 210,Initial comparison of 3 apheresis platforms for supporting the collection of CD3+ cells for CAR-T production,Meeting Room 211,Doug Watson,BMTSAA Symposium: Immunotherapies
http://files.interact.technology/J000511/unavailable.pdf,Abstract 211,Pre-apheresis T cell counts can be used to calculate additional blood volume to be processed for donor lymphocyte cryopreservation,Meeting Room 211,Daochen Tong,BMTSAA Symposium: Free Communications: 'Cases from the bench'
http://files.interact.technology/J000511/unavailable.pdf,Abstract 212,Inter-laboratory Comparison of Viable CD34+ in Aliquots of Cryopreserved HPC,Meeting Room 211,Patricia Palladinetti,BMTSAA Symposium: Free Communications: 'Cases from the bench'
http://files.interact.technology/J000511/unavailable.pdf,Abstract 213,"Sepax II vs Spectra Optia, a comparison of two technologies for red blood cell depletion",Meeting Room 211,Paul Chiappini,BMTSAA Symposium: Free Communications: 'Cases from the bench'
http://files.interact.technology/J000511/unavailable.pdf,Abstract 214,"Thaw, Wash and Infusion of Unrelated Donor HPC, Cord Blood",Meeting Room 211,Annette Trickett,BMTSAA Symposium: Free Communications: 'Cases from the bench'
http://files.interact.technology/J000511/unavailable.pdf,Abstract 215,BMTL Pathwest: from concept to production,Meeting Room 211,Celeste Hill,BMTSAA Symposium: Free Communications: 'Cases from the bench'
