uri,title,text,type,authors,tags,organisation,date
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/091_Watts.pdf,Abstract 91,Determining mechanisms of resistance to Azacitidine (Aza) in Myelodysplastic||(MDS) syndromes and Acute Myeloid Leukaemia (AML) using an in-vitro model,Meeting Room 220,Sophie Watts,HSANZ Free Communications 8: Acute Myeloid Leukaemia & Myelodysplasia,South Australian Health and Medical Research Institute,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/092_Spitalnik.pdf,Abstract 92,"Stored RBC transfusions: Iron, inflammation, immunity, infection",Meeting Room 212 & 213,Steven Spitalnik,ANZSBT & HSANZ: RBC,Columbia University Medical Center,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/093_Perkins.pdf,Abstract 93,Kruppeling Erythropoiesis,Meeting Room 212 & 213,Andrew Perkins,ANZSBT & HSANZ: RBC,Mater Research Institute,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/094_Dzik.pdf,Abstract 94,The air they breathe||,Meeting Room 212 & 213,Walter H. Dzik,ANZSBT & HSANZ: RBC,Massachusetts General Hospital,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/095_Esmon.pdf,Abstract 95,"Involvement of the protein C pathway in cancer, kidney disease and malaria",Meeting Room 219,Charles Esmon,ASTH Symposium: Inflammation thrombosis,Oklahoma Medical Research Foundation,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/096_Cowan.pdf,Abstract 96,Cross-species incompatibility of thrombomodulin: Implications and solutions for||xenotransplantation,Meeting Room 219,Peter Cowan,ASTH Symposium: Inflammation thrombosis,St Vincent's Hospital,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/097_Weitz.pdf,Abstract 97,Valves thrombosis||,Meeting Room 219,Jeffrey Weitz,ASTH Symposium: Contact pathways,McMaster University,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/098_McFadyen.pdf,Abstract 98,Being in the right place at the right time: Targeted anti-thrombotic approaches,Meeting Room 219,James McFadyen,ASTH Symposium: Contact pathways,Alfred Hospital,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/099_Roxby.pdf,Abstract 99,Thromboelastography,Meeting Room 219,David Roxby,ASTH Symposium: Diagnostic tools,Flinders University,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/100_Nesbitt.pdf,Abstract 100,A shear based microfluidic device to monitor platelet function: Application to||von Willebrand disease screening,Meeting Room 219,Warwick Nesbitt,ASTH Symposium: Diagnostic tools,RMIT University,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/101_Andrews.pdf,Abstract 101,Soluble platelet proteins that help evaluate thrombocytopenia and stratify||bleeding risk,Meeting Room 219,Robert Andrews,ASTH Symposium: Diagnostic tools,Monash University,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/102_Morel-Kopp.pdf,Abstract 102,Identification of a new dysfunctional platelet P2Y12 receptor variant in a||family with bleeding history,Meeting Room 219,Marie-Christine Morel-Kopp,ASTH Free Communications 1,Royal North Shore Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/103_Duncan.pdf,Abstract 103,Establishment of a Diagnostic Algorithm for Heparin Induced Thrombocytopenia||that Includes a Rapid Chemiluminescent Immunoassay as the Initial Laboratory||Test.,Meeting Room 219,Elizabeth Duncan,ASTH Free Communications 1,SA Pathology,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/104_Tiao.pdf,Abstract 104,Improving Microangiopathic Thrombocytopenia(MAT) diagnosis in the Asia-Pacific||region by standardisation of the ADAMTS-13 assay,Meeting Room 219,Jim Tiao,ASTH Free Communications 1,WACTH Murdoch University,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/105_Chun.pdf,Abstract 105,MYH9 disorders are not uncommon in Australia and New Zealand: results from a||platelet next generation sequencing (NGS) project,Meeting Room 219,Yenna Chun,ASTH Free Communications 1,Kolling Institute of Medical Research,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/106_Simonova.pdf,Abstract 106,Point-of-care Testing of Coagulation during Extracorporeal Membrane Oxygenation||in a Sheep Model,Meeting Room 219,Gabriela Simonova,ASTH Free Communications 1,Australian Red Cross Blood Service,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/107_Ginsborg.pdf,Abstract 107,Diagnostic algorithm in Heparin Induced Thrombotic Thrombocytopenia (HITT):||review of serotonin release assay results,Meeting Room 219,Lette Ginsborg,ASTH Free Communications 1,"St Vincent's Hospital, Sydney",14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/108_Dunkley.pdf,Abstract 108,Rare hereditary bleeding disorders,Meeting Room 219,Scott Dunkley,ASTH: Bleeding disorders,Royal Prince Alfred Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/109_Rabbolini.pdf,Abstract 109,Genetic testing in the investigation of patients with suspected inherited||thrombocytopenia,Meeting Room 219,David Rabbolini,ASTH: Bleeding disorders,Royal North Shore Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/110_Tran.pdf,Abstract 110,Acquired haemophilia,Meeting Room 219,Huyen Tran,ASTH: Bleeding disorders,The Alfred Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/111_Medcalf.pdf,Abstract 111,Brain trauma and the role of anti-fibrinolytic agents,Meeting Room 219,Robert Medcalf,ASTH Symposium: Antifibrinolysis (TA) in clinical,Monash University,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/112_Myles.pdf,Abstract 112,Tranexamic acid in cardiac surgery,Meeting Room 219,Paul Myles,ASTH Symposium: Antifibrinolysis (TA) in clinical,Alfred Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/113_Campbell.pdf,Abstract 113,Thrombolysis vs thrombectomy in stroke,Meeting Room 219,Bruce Campbell,ASTH Symposium: Antifibrinolysis (TA) in clinical,Royal Melbourne Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/114_Brighton.pdf,Abstract 114,Residual Vein Thrombus Does Not Predict For Recurrent Vein Thrombosis in the||ASPIRE study,Meeting Room 219,Timothy Brighton,ASTH Free Communications 2,SEALS,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/115_Yuen.pdf,Abstract 115,Venous Thromboembolism (VTE) in Patients with Primary Central Nervous System||Lymphoma (PCNSL) Receiving R-MPV,Meeting Room 219,Hiu Lam Agnes Yuen,ASTH Free Communications 2,Monash Health,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/116_Barnes.pdf,Abstract 116,Phase 3 Trial Results Demonstrating Efficacy and Safety of rIX-FP in Children||with Haemophilia B,Meeting Room 219,Christopher Barnes,ASTH Free Communications 2,Royal Children's Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/117_McRae.pdf,Abstract 117,Current practice regarding prophylaxis in patients with moderate and severe||haemophilia A in Australia,Meeting Room 219,Simon McRae,ASTH Free Communications 2,Royal Adelaide Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/118_McCaughan.pdf,Abstract 118,Choice of anticoagulation in veno-thromboembolic disease in obese patients,Meeting Room 219,Georgia McCaughan,ASTH Free Communications 2,Westmead Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/119_Baker.pdf,Abstract 119,Clinical utility of specific DOAC plasma concentration assessments in the ASTH||Anticoagulation Reversal and Events Study Collaborative (ARES1),Meeting Room 219,Ross Baker,ASTH Free Communications 2,"Perth Blood Institute, WACTH Murdoch University",15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/120_Williams.pdf,Abstract 120,Pulmonary hypertension: What Haematologists need to know,Meeting Room 219,Trevor Williams,ASTH Symposium: Pulmonary HPT & vascular intervention,The Alfred Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/121_McGiffin.pdf,Abstract 121,Pulmonary endarterectomy for chronic thromboembolic pulmonary hypertension,Meeting Room 219,David McGiffin,ASTH Symposium: Pulmonary HPT & vascular intervention,Alfred Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/122_Vrazas.pdf,Abstract 122,Localised intervention,Meeting Room 219,John Vrazas,ASTH Symposium: Pulmonary HPT & vascular intervention,Melbourne Institute of Vascular and Interventional Radiology,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/123_Chan Wan Kai.pdf,Abstract 123,ISTH reversal guidelines,Meeting Room 219,Noel Chan Wan Kai,ASTH Symposium: NOAC reversal,Monash University,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/124_Weitz.pdf,Abstract 124,Strategies to Minimize the Risk of Bleeding with Direct Oral Anticoagulants,Meeting Room 219,Jeffrey Weitz,ASTH Symposium: NOAC reversal,McMaster University,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/125_Baker.pdf,Abstract 125,ARES update,Meeting Room 219,Ross Baker,ASTH Symposium: NOAC reversal,"Perth Blood Institute, WACTH Murdoch University",15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/126_Hoffmeister.pdf,Abstract 126,AMR (1) – Platelet production,Meeting Room 212 & 213,Karin Hoffmeister,ANZSBT & ASTH Symposium: Platelets,Brigham and Women's Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/127_Chen.pdf,Abstract 127,Procoagulant platelets contribute to occlusive thrombus formation and are formed||via the Cyclophilin D dependent necrosis pathway,Meeting Room 212 & 213,Vivien Chen,ANZSBT & ASTH Symposium: Platelets,Concord General Hospital and ANZAC Research Institute,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/128_Josefsson.pdf,Abstract 128,"Apoptotic death prevents the functional decline of platelets in vivo, but||apoptosis is not required for the development of the platelet storage lesion",Meeting Room 212 & 213,Emma Josefsson,ANZSBT & ASTH Symposium: Platelets,Walter & Eliza Hall Institute of Medical Research,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/129_McRae.pdf,Abstract 129,Development of Australian guidelines for the treatment of haemophilia,Meeting Room 219,Simon McRae,ASTH Free Communications 3,Royal Adelaide Hospital,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/130_Stevens.pdf,Abstract 130,Anticoagulation for Venous Thromboembolism (VTE) and Rates of Per Vaginal||Bleeding in Pre-Menopausal Women,Meeting Room 219,Hannah Stevens,ASTH Free Communications 3,Northern Hospital/Australian Clinical Labs,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/131_Slocombe.pdf,Abstract 131,Venous thromboembolism rates and validation of the Khorana score in diffuse||large B-cell lymphoma,Meeting Room 219,Alison Slocombe,ASTH Free Communications 3,"Monash Haematology, Monash Health",16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/132_Burchall.pdf,Abstract 132,"Aberrant Haemostasis from OCP, but not Metformin use in Polycystic Ovarian||Syndrome (PCOS)",Meeting Room 219,Genia Burchall,ASTH Free Communications 3,RMIT University,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/133_Tran.pdf,Abstract 133,The risk of inhibitor development among congenital haemophilia patients who||receive factor concentrate replacement via continuous infusion,Meeting Room 219,Huyen Tran,ASTH Free Communications 3,The Alfred Hospital,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/134_Joseph.pdf,Abstract 134,Preoperative assessment of bleeding risk – how are we really performing?,Meeting Room 219,Joanne Joseph,ASTH Free Communications 3,St Vincent's Hospital Sydney,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/135_McLintock.pdf,Abstract 135,Obstetric DIC,Meeting Room 219,Claire McLintock,ASTH Symposium: DIC,National Women's Health,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/136_Esmon.pdf,Abstract 136,"The protein C pathway and histone participation in DIC, thrombosis, organ||failure and death",Meeting Room 219,Charles Esmon,ASTH Symposium: DIC,Oklahoma Medical Research Foundation,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/137_Brighton.pdf,Abstract 137,DIC in cancer,Meeting Room 219,Timothy Brighton,ASTH Symposium: DIC,SEALS,16/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/138_McMillan.pdf,Abstract 138,Disaster preparedness and recovery,Meeting Room 212 & 213,Alison McMillan,ANZSBT: Disaster preparedness and recovery,Department of Health & Human Servic,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/139_Waters.pdf,Abstract 139,Disasters I have contributed to,Meeting Room 212 & 213,Neil Waters,ANZSBT: Disaster preparedness and recovery,Monash University,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/140_Flanagan.pdf,Abstract 140,Reflections on the Christchurch earthquake,Meeting Room 212 & 213,Peter Flanagan,ANZSBT: Disaster preparedness and recovery,New Zealand Blood Service,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/141_Spitalnik.pdf,Abstract 141,Pathophysiology of Hemolytic Transfusion Reactions||,Meeting Room 212 & 213,Steven Spitalnik,ANZSBT: Transfusion reactions,Columbia University Medical Center,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/142_Luban.pdf,Abstract 142,Paediatric transfusion reactions and alloimmunisation||,Meeting Room 212 & 213,Naomi Luban,ANZSBT: Transfusion reactions,Children's National Medical Center,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/143_Thornton.pdf,Abstract 143,Investigation of complex Rh antibody problems in pregnancy,Meeting Room 212 & 213,Nicole Thornton,ANZSBT: Pregnancy,NHS Blood and Transplant,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/144_Kidson-Gerber.pdf,Abstract 144,Haemoglobinopathy and thalassaemia management in pregnnacy (TBC),Meeting Room 212 & 213,Giselle Kidson-Gerber,ANZSBT: Pregnancy,Prince of Wales Hospital,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/145_Pennell.pdf,Abstract 145,Single dose Anti-D prophylaxis in pregnancy: is it time to change?,Meeting Room 212 & 213,Craig Pennell,ANZSBT: Pregnancy,The University of Western Australia,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/146_Dzik.pdf,Abstract 146,100 milion RBC transfusions each year…but do they deliver oxygen?,Meeting Room 212 & 213,Walter H. Dzik,ANZSBT: Paediatric  and neonatal transfusion,Massachusetts General Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/147_Luban.pdf,Abstract 147,Paediatric PBM||,Meeting Room 212 & 213,Naomi Luban,ANZSBT: Paediatric  and neonatal transfusion,Children's National Medical Center,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/148_Liley.pdf,Abstract 148,Module 6: Neonatal and Paediatric Patient Blood Management,Meeting Room 212 & 213,Helen Liley,ANZSBT: Paediatric  patient blood management,Mater Misericordiae Ltd,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/149_Crighton.pdf,Abstract 149,International neonatal and paediatric Patient Blood Management guidelines,Meeting Room 212 & 213,Gemma Crighton,ANZSBT: Paediatric  patient blood management,Royal Children's Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/150_Thornton.pdf,Abstract 150,The immunohaematology toolbox for solving complex antibody cases,Meeting Room 212 & 213,Nicole Thornton,ANZSBT/ ISBT Academy Session: Resolving tricky issues in the transfusion laboratory,NHS Blood and Transplant,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/151_Rushford.pdf,Abstract 151,Dealing with challenging antibodies,Meeting Room 212 & 213,Kylie Rushford,ANZSBT/ ISBT Academy Session: Resolving tricky issues in the transfusion laboratory,Monash Health,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/152_Oh.pdf,Abstract 152,Antibody soup: Challenging transfusion management issues in thalassaemia major,Meeting Room 212 & 213,Danielle Oh,ANZSBT/ ISBT Academy Session: Resolving tricky issues in the transfusion laboratory,Monash Health,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/153_Dzik.pdf,Abstract 153,How to get your work published in a medical journal,Meeting Room 211,Walter H. Dzik,ANZSBT Masterclass: How to get published in a peer reviewed journal (Sunny Dzik),Massachusetts General Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/154_Ruseckaite.pdf,Abstract 154,Risk factors for 30-day mortality in critically bleeding patients requiring||massive transfusion within 24 hours of admission to the Intensive Care Unit,Meeting Room 212 & 213,Rasa Ruseckaite,ANZSBT - Free Communications - Clinical,"Department of Epidemiology and Preventive Medicine, School of Public Health and",15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/155_Swain.pdf,Abstract 155,"Transfusion-Related Acute Lung Injury (TRALI): A Review of Reported TRALI Cases||in Queensland, Australia, between 1999 and June 2016",Meeting Room 212 & 213,Fiona Swain,ANZSBT - Free Communications - Clinical,Australian Red Cross Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/156_Higgins.pdf,Abstract 156,"Determining the frequency, costs and outcomes of red blood cell transfusion in||hospitalised patients: a pilot study",Meeting Room 212 & 213,Alisa Higgins,ANZSBT - Free Communications - Clinical,Monash University,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/157_Behan.pdf,Abstract 157,Gastrointestinal bleeding-red blood cell transfusion and patient blood||management practice in a metropolitan hospital,Meeting Room 212 & 213,Daniel Behan,ANZSBT - Free Communications - Clinical,St Vincents Hospital Sydney,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/158_Crighton.pdf,Abstract 158,"The Australian haemoglobinopathy registry: aims, plans and pilot data",Meeting Room 212 & 213,Gemma Crighton,ANZSBT - Free Communications - Clinical,Royal Children's Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/159_Fung.pdf,Abstract 159,Preliminary data on cost of IVIg & SCIg treatment in adult Australian patients,Meeting Room 212 & 213,Lin Fung,ANZSBT - Free Communications - Clinical,University of the Sunshine Coast,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/160_Hyland.pdf,Abstract 160,"Can extended genotyping, using a comprehensive and targeted blood group||sequencing, assist in resolving complex serology problems in chronic transfused||patients?",Meeting Room 217,Catherine Hyland,ANZSBT Free Communications - Laboratory,Australian Red Cross Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/161_Lopez.pdf,Abstract 161,A novel molecular mechanism in RHD caused the deletion of Exon 9 resulting in a||partial DEL phenotype,Meeting Room 217,Genghis Lopez,ANZSBT Free Communications - Laboratory,Australian Red Cross Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/162_Wilkes.pdf,Abstract 162,Managing anti-CD38 (Daratumumab) interference with pre-transfusion testing in a||busy hospital transfusion laboratory,Meeting Room 217,Anne-Marie Wilkes,ANZSBT Free Communications - Laboratory,St Vincent's Pathology,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/163_Badami.pdf,Abstract 163,Platelets in Platelet Additive Solution (PAS) cause fewer allergic reactions||compared to platelets in plasma – data from NZBS Haemovigilance and possible||mechanisms,Meeting Room 217,Krishna Badami,ANZSBT Free Communications - Laboratory,New Zealand Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/164_Oh.pdf,Abstract 164,The challenges of providing phenotyped matched red cells in contemporary||Australian practice,Meeting Room 217,Danielle Oh,ANZSBT Free Communications - Laboratory,Monash Health,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/165_Marks.pdf,Abstract 165,Extending the post-thaw shelf-life of cryoprecipitate,Meeting Room 217,Denese Marks,ANZSBT Free Communications - Laboratory,Australian Red Cross Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/166_Flanagan.pdf,Abstract 166,An update on emerging infections threats to the safety of the blood supply,Meeting Room 212 & 213,Peter Flanagan,ANZSBT - An update on emerging infectious threats,New Zealand Blood Service,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/167_Buttery.pdf,Abstract 167,What is the role for immunoglobulin products in the era of better vaccinations||and new drugs?,Meeting Room 212 & 213,Jim Buttery,ANZSBT - An update on emerging infectious threats,Monash University,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/168_Thornton.pdf,Abstract 168,Immunohaematology case studies - Interactive!,Meeting Room 219,Nicole Thornton,"ANZSBT Masterclass: Transfusion case studies, troubleshooting in immunohaematology lab (Nicole Thornton )",NHS Blood and Transplant,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/169_Luban.pdf,Abstract 169,Paediatric transfusion cases or clinical problems,Meeting Room 214,Naomi Luban,ANZSBT Masterclass: Paediatric transfusion cases or clinical problems (Naomi Luban),Children's National Medical Center,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/170_Cohen.pdf,Abstract 170,Comprehensive patient assessment: Rhetoric or reality?,Meeting Room 220,Emma Cohen,Nurses Symposium: Symptom management,Austin Health,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/171_Cormie.pdf,Abstract 171,Exercise medicine,Meeting Room 220,Prue Cormie,Nurses Symposium: Symptom management,Australian Catholic University,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/172_Klarica.pdf,Abstract 172,Positive Change for Life,Meeting Room 220,Daniela Klarica,Nurses Symposium: Symptom management,Alfred Health,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/173_Gates.pdf,Abstract 173,Unmet needs of patients attending a Haematology Nurse-led Survivorship clinic||,Meeting Room 220,Priscilla Gates,Nurses Symposium: Free Communication,Austin Health,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/174_Panek-Hudson.pdf,Abstract 174,Listening to our colleagues – Essential Primary care feedback on LTFU care plans,Meeting Room 220,Yvonne Panek-Hudson,Nurses Symposium: Free Communication,"Royal Melbourne Hospital & Peter MacCallum Cancer Centre, Victorian Comprehensiv",13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/175_Joyce.pdf,Abstract 175,A novel approach in delivering vaccinations following an autologous stem cell||transplant,Meeting Room 220,Trish Joyce,Nurses Symposium: Free Communication,Peter MacCallum Cancer Centre,13/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/176_Kurtin.pdf,Abstract 176,Caregiver self-efficacy||,Meeting Room 220,Sandra Kurtin,Nurses Symposium: Carer preparedness,The University of Arizona Cancer Center,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/177_Presta.pdf,Abstract 177,Development and implementation of a multidisciplinary (MD) support program for||carers of patients undergoing allogeneic haematopoietic stem cell||transplantation,Meeting Room 220,Maria Presta,Nurses Symposium: Carer preparedness,Royal Melbourne Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/178_Iaconis.pdf,Abstract 178,Living the experience as a carer,Meeting Room 220,Marcella Iaconis,Nurses Symposium: Carer preparedness,,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/179_Trubiano.pdf,Abstract 179,Addressing antibiotic allergy in haematology patients - pathways to better||prescribing,Meeting Room 220,Jason Trubiano,Nurses Symposium: Bugs and drugs,Austin Health,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/180_Rowan.pdf,Abstract 180,Drug interactions with anti-infective agents in haematological malignancies,Meeting Room 220,Gail Rowan,Nurses Symposium: Bugs and drugs,Peter MacCallum Cancer Centre,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/181_Roberts.pdf,Abstract 181,Setting the scene - clinical scenario,Meeting Room 220,Andrew Roberts,Nurses Symposium: Case study discussion - Allografting a Jehovah's Witness patient with MDS,Walter and Eliza Hall Institute of Medical Research,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/182_Mineely.pdf,Abstract 182,Nursing considerations,Meeting Room 220,Siobhan Mineely,Nurses Symposium: Case study discussion - Allografting a Jehovah's Witness patient with MDS,Monash Health,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/183_Presta.pdf,Abstract 183,Ethical implications of allografting a Jehovah Witness patient with MDS,Meeting Room 220,Maria Presta,Nurses Symposium: Case study discussion - Allografting a Jehovah's Witness patient with MDS,Royal Melbourne Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/184_McCarthy.pdf,Abstract 184,Fulfilling the vision of youth-friendly cancer care: How well are we doing?,Meeting Room 220,Maria McCarthy,Nurses Symposium: Focus on AYA,The Royal Children's Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/185_Haywood.pdf,Abstract 185,A practical review of the haematology nurse's role in the care of adolescent and||young adults,Meeting Room 220,Peter Haywood,Nurses Symposium: Focus on AYA,Royal Melbourne Hospital,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/186_Kurtin.pdf,Abstract 186,Safe delivery and management of new agents in multiple myeloma,Meeting Room 220,Sandra Kurtin,Nurses Masterclass: Safe delivery and management of new agents in multiple myeloma (Sandra Kurtin),The University of Arizona Cancer Center,14/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/187_Button.pdf,Abstract 187,Hope For The Best Yet Prepare For The Rest: A Systematic Review of Advance Care||Planning Prior To Stem Cell Transplantation||,Meeting Room 220,Elise Button,Nurses Symposium: Free Communication,Queensland University of Technology,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/188_Abo.pdf,Abstract 188,Hospital and Home Based Exercise Program Following Allogeneic Haematopoietic||Stem Cell Transplantation,Meeting Room 220,Shaza Abo,Nurses Symposium: Free Communication,Melbourne Health,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/189_Meijer (nee Kenny).pdf,Abstract 189,Miss A’s Treatment Journey Through a Double Cord Stem Cell Transplant ; The||Importance of Palliative Care Input in Stem Cell Transplant Patients Care; A||Case Study Presentation,Meeting Room 220,Natalie Meijer (nee Kenny),Nurses Symposium: Free Communication,Canterbury District Health Board,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/190_Levak.pdf,Abstract 190,Changing indications for autologous HSCT at St Vincent's Hospital and the impact||of severe auto-immune conditions such as Multiple Sclerosis and Scleroderma at||the general ward level.,Meeting Room 220,Serafina Levak,Nurses Symposium: Free Communication,St Vincents Public Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/191_Horne.pdf,Abstract 191,Autologous stem cell transplant In patients with cardiac AL amyloidosis post an||orthotopic heart transplant: a case study,Meeting Room 220,Annabel Horne,Nurses Symposium: Free Communication,St Vincent's Hospital,15/11/2016
http://dzdecqfjn907w.cloudfront.net/J000523/Abstracts/192_Downs.pdf,Abstract 192,A Collaborative Approach in the Management of Late Onset Grade IV skin GVHD of||an Adolescent Male Post Allogenic Bone Marrow Transplant,Meeting Room 220,Erin Downs,Nurses Symposium: Free Communication,Royal Brisbane & Women's Hospital,15/11/2016
